Window Time,PMU ID,Event Type,Severity,Confidence Level,Bad Data Flag,Bus ID
24:19.7,7.879656584,-31.14431871,0.27405469,-32.35311871,0,7.879656584
24:20.0,7.879596643,-31.14341871,0.27422139,-32.40061871,0,7.879596643
24:20.3,7.879616623,-31.14481871,0.27455479,-32.44311871,0,7.879616623
24:20.7,7.87939684,-31.14411871,0.27455479,-32.38741871,0,7.87939684
24:21.0,7.879236998,-31.14201871,0.27438809,-32.38351871,0,7.879236998
24:21.3,7.879276959,-31.14261871,0.27438809,-32.41991871,0,7.879276959
24:21.7,7.879456781,-31.14391871,0.27455479,-32.40361871,0,7.879456781
24:22.0,7.879516722,-31.14581871,0.27438809,-32.41161871,0,7.879516722
24:22.3,7.879456781,-31.14441871,0.27405469,-32.41581871,0,7.879456781
24:22.7,7.879536702,-31.14151871,0.27438809,-32.43731871,0,7.879536702
24:23.0,7.879636603,-31.14171871,0.27438809,-32.43461871,0,7.879636603
24:23.3,7.879336899,-31.14301871,0.27422139,-32.34861871,0,7.879336899
24:23.7,7.879236998,-31.14301871,0.27438809,-32.38021871,0,7.879236998
24:24.0,7.879236998,-31.14311871,0.27422139,-32.43031871,0,7.879236998
24:24.3,7.879496742,-31.14341871,0.27422139,-32.45151871,0,7.879496742
24:24.7,7.879796446,-31.14391871,0.27422139,-32.47031871,0,7.879796446
24:25.0,7.879416821,-31.14381871,0.27438809,-32.41761871,0,7.879416821
24:25.3,7.879436801,-31.14331871,0.27438809,-32.39591871,0,7.879436801
24:25.7,7.879316919,-31.14481871,0.27422139,-32.40711871,0,7.879316919
24:26.0,7.879157077,-31.14331871,0.27422139,-32.36391871,0,7.879157077
24:26.3,7.879596643,-31.14091871,0.27472149,-32.37771871,0,7.879596643
24:26.7,7.879676564,-31.14151871,0.27455479,-32.41391871,0,7.879676564
24:27.0,7.879676564,-31.14111871,0.27455479,-32.43501871,0,7.879676564
24:27.3,7.879656584,-31.14191871,0.27438809,-32.44801871,0,7.879656584
24:27.7,7.879556682,-31.14221871,0.27422139,-32.41281871,0,7.879556682
24:28.0,7.879596643,-31.14191871,0.27455479,-32.38761871,0,7.879596643
24:28.3,7.879436801,-31.14491871,0.27438809,-32.40821871,0,7.879436801
24:28.7,7.879596643,-31.14431871,0.27438809,-32.41141871,0,7.879596643
24:29.0,7.879956288,-31.14201871,0.27438809,-32.43961871,0,7.879956288
24:29.3,7.879796446,-31.14191871,0.27438809,-32.43471871,0,7.879796446
24:29.6,7.879436801,-31.14321871,0.27472149,-32.39241871,0,7.879436801
24:30.0,7.879217018,-31.14361871,0.27455479,-32.41361871,0,7.879217018
24:30.3,7.879157077,-31.14321871,0.27422139,-32.41271871,0,7.879157077
24:30.6,7.879516722,-31.14351871,0.27438809,-32.39661871,0,7.879516722
24:31.0,7.879816426,-31.14341871,0.27438809,-32.39181871,0,7.879816426
24:31.3,7.879616623,-31.14091871,0.27438809,-32.39081871,0,7.879616623
24:31.6,7.879436801,-31.14321871,0.27422139,-32.44081871,0,7.879436801
24:32.0,7.87939684,-31.14631871,0.27422139,-32.43311871,0,7.87939684
24:32.3,7.879496742,-31.14401871,0.27438809,-32.40701871,0,7.879496742
24:32.6,7.879656584,-31.14341871,0.27438809,-32.44051871,0,7.879656584
24:33.0,7.879796446,-31.14271871,0.27438809,-32.44421871,0,7.879796446
24:33.3,7.879776465,-31.14291871,0.27455479,-32.45591871,0,7.879776465
24:33.6,7.879496742,-31.14381871,0.27455479,-32.43861871,0,7.879496742
24:34.0,7.879256978,-31.14171871,0.27455479,-32.36891871,0,7.879256978
24:34.3,7.87937686,-31.14251871,0.27422139,-32.39201871,0,7.87937686
24:34.6,7.879536702,-31.14401871,0.27422139,-32.42531871,0,7.879536702
24:35.0,7.879536702,-31.14411871,0.27455479,-32.43531871,0,7.879536702
24:35.3,7.879157077,-31.14501871,0.27455479,-32.44221871,0,7.879157077
24:35.6,7.878717511,-31.14351871,0.27438809,-32.39691871,0,7.878717511
24:36.0,7.879157077,-31.14101871,0.27422139,-32.39621871,0,7.879157077
24:36.3,7.879796446,-31.14131871,0.27438809,-32.38881871,0,7.879796446
24:36.6,7.879796446,-31.14181871,0.27438809,-32.38771871,0,7.879796446
24:37.0,7.879656584,-31.14411871,0.27455479,-32.45821871,0,7.879656584
24:37.3,7.879336899,-31.14621871,0.27455479,-32.42761871,0,7.879336899
24:37.6,7.879336899,-31.14521871,0.27455479,-32.37071871,0,7.879336899
24:38.0,7.879956288,-31.14331871,0.27455479,-32.40921871,0,7.879956288
24:38.3,7.880096149,-31.14121871,0.27438809,-32.43861871,0,7.880096149
24:38.6,7.879936307,-31.14351871,0.27438809,-32.45151871,0,7.879936307
24:39.0,7.879456781,-31.14701871,0.27422139,-32.42251871,0,7.879456781
24:39.3,7.879336899,-31.14561871,0.27438809,-32.40001871,0,7.879336899
24:39.6,7.879436801,-31.14301871,0.27455479,-32.43351871,0,7.879436801
24:40.0,7.87937686,-31.14261871,0.27438809,-32.40381871,0,7.87937686
24:40.3,7.879416821,-31.14121871,0.27455479,-32.39921871,0,7.879416821
24:40.6,7.879456781,-31.14131871,0.27472149,-32.40501871,0,7.879456781
24:41.0,7.879336899,-31.14181871,0.27455479,-32.34961871,0,7.879336899
24:41.3,7.879456781,-31.14311871,0.27438809,-32.36881871,0,7.879456781
24:41.6,7.879536702,-31.14391871,0.27422139,-32.37111871,0,7.879536702
24:42.0,7.879516722,-31.14281871,0.27438809,-32.35751871,0,7.879516722
24:42.3,7.879416821,-31.14161871,0.27438809,-32.37121871,0,7.879416821
24:42.6,7.879137097,-31.13911871,0.27405469,-32.36811871,0,7.879137097
24:43.0,7.879336899,-31.13821871,0.27422139,-32.37371871,0,7.879336899
24:43.3,7.879576663,-31.14081871,0.27422139,-32.39561871,0,7.879576663
24:43.6,7.87939684,-31.14131871,0.27422139,-32.35581871,0,7.87939684
24:44.0,7.879476761,-31.14191871,0.27438809,-32.36011871,0,7.879476761
24:44.3,7.879416821,-31.14401871,0.27472149,-32.34761871,0,7.879416821
24:44.6,7.879516722,-31.14331871,0.27488819,-32.35371871,0,7.879516722
24:45.0,7.879656584,-31.14441871,0.27455479,-32.41611871,0,7.879656584
24:45.3,7.87939684,-31.14341871,0.27438809,-32.41361871,0,7.87939684
24:45.6,7.879436801,-31.14091871,0.27455479,-32.38151871,0,7.879436801
24:46.0,7.879276959,-31.14251871,0.27438809,-32.38971871,0,7.879276959
24:46.3,7.879137097,-31.14561871,0.27438809,-32.40151871,0,7.879137097
24:46.6,7.879416821,-31.14721871,0.27438809,-32.47861871,0,7.879416821
24:47.0,7.879436801,-31.14611871,0.27422139,-32.50691871,0,7.879436801
24:47.3,7.879516722,-31.14341871,0.27438809,-32.45511871,0,7.879516722
24:47.6,7.879476761,-31.14341871,0.27455479,-32.42231871,0,7.879476761
24:48.0,7.879097136,-31.14261871,0.27422139,-32.41771871,0,7.879097136
24:48.3,7.879137097,-31.14211871,0.27422139,-32.43491871,0,7.879137097
24:48.6,7.879296939,-31.14361871,0.27438809,-32.44271871,0,7.879296939
24:49.0,7.879436801,-31.14321871,0.27438809,-32.39581871,0,7.879436801
24:49.3,7.879596643,-31.14361871,0.27438809,-32.40921871,0,7.879596643
24:49.6,7.87935688,-31.14431871,0.27422139,-32.40501871,0,7.87935688
24:50.0,7.87939684,-31.14121871,0.27438809,-32.37271871,0,7.87939684
24:50.3,7.879516722,-31.14051871,0.27438809,-32.38211871,0,7.879516722
24:50.6,7.879316919,-31.14401871,0.27422139,-32.41881871,0,7.879316919
24:51.0,7.879476761,-31.14631871,0.27438809,-32.41931871,0,7.879476761
24:51.3,7.879496742,-31.14781871,0.27422139,-32.43631871,0,7.879496742
24:51.6,7.87935688,-31.14691871,0.27422139,-32.39841871,0,7.87935688
24:52.0,7.879576663,-31.14661871,0.27455479,-32.38321871,0,7.879576663
24:52.3,7.879476761,-31.14851871,0.27438809,-32.42271871,0,7.879476761
24:52.6,7.879137097,-31.14771871,0.27438809,-32.42551871,0,7.879137097
24:53.0,7.879256978,-31.14621871,0.27438809,-32.43551871,0,7.879256978
24:53.3,7.879416821,-31.14481871,0.27455479,-32.39991871,0,7.879416821
24:53.6,7.87937686,-31.14201871,0.27455479,-32.35701871,0,7.87937686
24:54.0,7.879536702,-31.14161871,0.27455479,-32.35101871,0,7.879536702
24:54.3,7.879576663,-31.14301871,0.27438809,-32.35681871,0,7.879576663
24:54.6,7.879476761,-31.14581871,0.27472149,-32.41761871,0,7.879476761
24:55.0,7.879536702,-31.14811871,0.27472149,-32.43081871,0,7.879536702
24:55.3,7.879616623,-31.14711871,0.27472149,-32.34291871,0,7.879616623
24:55.6,7.879496742,-31.14511871,0.27455479,-32.33991871,0,7.879496742
24:56.0,7.879157077,-31.14431871,0.27438809,-32.39261871,0,7.879157077
24:56.3,7.879137097,-31.14371871,0.27438809,-32.44541871,0,7.879137097
24:56.6,7.879256978,-31.14481871,0.27422139,-32.46811871,0,7.879256978
24:57.0,7.879256978,-31.14541871,0.27438809,-32.41761871,0,7.879256978
24:57.3,7.879496742,-31.14581871,0.27455479,-32.42691871,0,7.879496742
24:57.6,0,0,0,0,1,0
24:58.0,7.879316919,-31.14511871,0.27422139,-32.42051871,0,7.879316919
24:58.3,7.879496742,-31.14491871,0.27405469,-32.38181871,0,7.879496742
24:58.6,7.879296939,-31.14731871,0.27405469,-32.37001871,0,7.879296939
24:59.0,7.879316919,-31.14721871,0.27422139,-32.38911871,0,7.879316919
24:59.3,7.879556682,-31.14631871,0.27405469,-32.40871871,0,7.879556682
24:59.6,7.879496742,-31.14261871,0.27405469,-32.38701871,0,7.879496742
25:00.0,7.87935688,-31.14131871,0.27438809,-32.39411871,0,7.87935688
25:00.3,7.87939684,-31.14301871,0.27422139,-32.37221871,0,7.87939684
25:00.6,7.879456781,-31.14321871,0.27438809,-32.36301871,0,7.879456781
25:01.0,7.87939684,-31.14371871,0.27472149,-32.33401871,0,7.87939684
25:01.3,7.879316919,-31.14441871,0.27472149,-32.29751871,0,7.879316919
25:01.6,7.879416821,-31.14541871,0.27455479,-32.34681871,0,7.879416821
25:02.0,7.879436801,-31.14601871,0.27438809,-32.36961871,0,7.879436801
25:02.3,7.879496742,-31.14501871,0.27438809,-32.36041871,0,7.879496742
25:02.6,7.879436801,-31.14551871,0.27438809,-32.40511871,0,7.879436801
25:02.9,7.879316919,-31.14491871,0.27455479,-32.41211871,0,7.879316919
25:03.3,7.87937686,-31.14451871,0.27455479,-32.40901871,0,7.87937686
25:03.6,7.879256978,-31.14721871,0.27438809,-32.43911871,0,7.879256978
25:03.9,7.879137097,-31.14701871,0.27438809,-32.45931871,0,7.879137097
25:04.3,7.87939684,-31.14541871,0.27422139,-32.46281871,0,7.87939684
25:04.6,7.879336899,-31.14571871,0.27422139,-32.42181871,0,7.879336899
25:04.9,7.879256978,-31.14681871,0.27455479,-32.37211871,0,7.879256978
25:05.3,7.879296939,-31.14621871,0.27438809,-32.37031871,0,7.879296939
25:05.6,7.879217018,-31.14441871,0.27405469,-32.37061871,0,7.879217018
25:05.9,7.879296939,-31.14611871,0.27405469,-32.35951871,0,7.879296939
25:06.3,7.87937686,-31.14901871,0.27438809,-32.38691871,0,7.87937686
25:06.6,7.879456781,-31.14871871,0.27455479,-32.44071871,0,7.879456781
25:06.9,7.879636603,-31.14681871,0.27422139,-32.45821871,0,7.879636603
25:07.3,7.879656584,-31.14411871,0.27405469,-32.37601871,0,7.879656584
25:07.6,7.919556682,-31.10461871,0.31405469,-32.29431871,1,7.919556682
25:07.9,7.879157077,-31.14831871,0.27405469,-32.34971871,0,7.879157077
25:08.3,7.879117117,-31.15001871,0.27438809,-32.41971871,0,7.879117117
25:08.6,7.879516722,-31.15001871,0.27455479,-32.44721871,0,7.879516722
25:08.9,7.879476761,-31.14741871,0.27438809,-32.38461871,0,7.879476761
25:09.3,7.879476761,-31.14641871,0.27438809,-32.38621871,0,7.879476761
25:09.6,7.879416821,-31.14841871,0.27438809,-32.42571871,0,7.879416821
25:09.9,7.87937686,-31.14661871,0.27438809,-32.36541871,0,7.87937686
25:10.3,7.879456781,-31.14481871,0.27455479,-32.37751871,0,7.879456781
25:10.6,7.878997235,-31.14501871,0.27438809,-32.42051871,0,7.878997235
25:10.9,7.879117117,-31.14711871,0.27438809,-32.44481871,0,7.879117117
25:11.3,7.879576663,-31.14901871,0.27455479,-32.42541871,0,7.879576663
25:11.6,7.879616623,-31.14661871,0.27438809,-32.40101871,0,7.879616623
25:11.9,7.879576663,-31.14601871,0.27422139,-32.40371871,0,7.879576663
25:12.3,7.879676564,-31.14631871,0.27438809,-32.39321871,0,7.879676564
25:12.6,7.879616623,-31.14521871,0.27472149,-32.37791871,0,7.879616623
25:12.9,7.879476761,-31.14681871,0.27455479,-32.40261871,0,7.879476761
25:13.3,7.879276959,-31.14701871,0.27455479,-32.39241871,0,7.879276959
25:13.6,7.87939684,-31.14651871,0.27455479,-32.37111871,0,7.87939684
25:13.9,7.879516722,-31.14721871,0.27438809,-32.38551871,0,7.879516722
25:14.3,7.879776465,-31.14611871,0.27438809,-32.40831871,0,7.879776465
25:14.6,7.879936307,-31.14571871,0.27455479,-32.39851871,0,7.879936307
25:14.9,7.879536702,-31.14521871,0.27438809,-32.35471871,0,7.879536702
25:15.3,7.879456781,-31.14591871,0.27438809,-32.38481871,0,7.879456781
25:15.6,7.879416821,-31.14851871,0.27438809,-32.40501871,0,7.879416821
25:15.9,7.87937686,-31.14871871,0.27422139,-32.33701871,0,7.87937686
25:16.3,7.879536702,-31.14871871,0.27422139,-32.35011871,0,7.879536702
25:16.6,7.879576663,-31.14841871,0.27438809,-32.38011871,0,7.879576663
25:16.9,7.879656584,-31.14651871,0.27488819,-32.39631871,0,7.879656584
25:17.3,7.879536702,-31.14691871,0.27472149,-32.42891871,0,7.879536702
25:17.6,7.879077156,-31.14891871,0.27422139,-32.39201871,0,7.879077156
25:17.9,7.879217018,-31.14891871,0.27438809,-32.38111871,0,7.879217018
25:18.3,7.879336899,-31.14881871,0.27438809,-32.43921871,0,7.879336899
25:18.6,7.879117117,-31.14701871,0.27438809,-32.44561871,0,7.879117117
25:18.9,7.879217018,-31.14661871,0.27422139,-32.44481871,0,7.879217018
25:19.3,7.87935688,-31.14791871,0.27438809,-32.37511871,0,7.87935688
25:19.6,7.879336899,-31.14721871,0.27472149,-32.35061871,0,7.879336899
25:19.9,7.879217018,-31.14871871,0.27438809,-32.39081871,0,7.879217018
25:20.3,7.879077156,-31.14851871,0.27422139,-32.34991871,0,7.879077156
25:20.6,7.879316919,-31.14761871,0.27438809,-32.35731871,0,7.879316919
25:20.9,7.879177057,-31.14681871,0.27438809,-32.40791871,0,7.879177057
25:21.3,7.879077156,-31.14431871,0.27422139,-32.43561871,0,7.879077156
25:21.6,7.879336899,-31.14631871,0.27422139,-32.47331871,0,7.879336899
25:21.9,7.879476761,-31.14951871,0.27455479,-32.46281871,0,7.879476761
25:22.3,7.879576663,-31.14941871,0.27488819,-32.43661871,0,7.879576663
25:22.6,7.879436801,-31.15091871,0.27472149,-32.44131871,0,7.879436801
25:22.9,7.87935688,-31.15101871,0.27438809,-32.42691871,0,7.87935688
25:23.3,7.87937686,-31.15101871,0.27455479,-32.43251871,0,7.87937686
25:23.6,7.879077156,-31.15231871,0.27438809,-32.41531871,0,7.879077156
25:23.9,7.879057176,-31.14921871,0.27438809,-32.35531871,0,7.879057176
25:24.3,7.87939684,-31.14761871,0.27438809,-32.38241871,0,7.87939684
25:24.6,7.879316919,-31.14781871,0.27438809,-32.44421871,0,7.879316919
25:24.9,7.879057176,-31.14701871,0.27438809,-32.43751871,0,7.879057176
25:25.3,7.878957274,-31.14911871,0.27438809,-32.43901871,0,7.878957274
25:25.6,7.879197038,-31.14941871,0.27422139,-32.43511871,0,7.879197038
25:25.9,7.879616623,-31.14681871,0.27438809,-32.43641871,0,7.879616623
25:26.3,7.879756485,-31.14701871,0.27438809,-32.40891871,0,7.879756485
25:26.6,7.879696544,-31.14751871,0.27438809,-32.33271871,0,7.879696544
25:26.9,7.879576663,-31.14821871,0.27438809,-32.34561871,0,7.879576663
25:27.3,7.879236998,-31.14861871,0.27422139,-32.41811871,0,7.879236998
25:27.6,7.879137097,-31.14761871,0.27422139,-32.43381871,0,7.879137097
25:27.9,7.879516722,-31.14651871,0.27422139,-32.42641871,0,7.879516722
25:28.3,7.87937686,-31.14691871,0.27438809,-32.40271871,0,7.87937686
25:28.6,7.879256978,-31.14771871,0.27438809,-32.42121871,0,7.879256978
25:28.9,7.879316919,-31.14791871,0.27422139,-32.44241871,0,7.879316919
25:29.3,7.87935688,-31.14691871,0.27422139,-32.40121871,0,7.87935688
25:29.6,7.879476761,-31.14661871,0.27422139,-32.43351871,0,7.879476761
25:29.9,7.879316919,-31.14791871,0.27422139,-32.42201871,0,7.879316919
25:30.3,7.879236998,-31.14921871,0.27438809,-32.38071871,0,7.879236998
25:30.6,7.879336899,-31.15091871,0.27455479,-32.38751871,0,7.879336899
25:30.9,7.879336899,-31.15081871,0.27455479,-32.36431871,0,7.879336899
25:31.3,7.879476761,-31.14871871,0.27455479,-32.39531871,0,7.879476761
25:31.6,7.87935688,-31.14801871,0.27438809,-32.46061871,0,7.87935688
25:31.9,7.879217018,-31.14791871,0.27438809,-32.46681871,0,7.879217018
25:32.3,7.879296939,-31.14831871,0.27438809,-32.49111871,0,7.879296939
25:32.6,7.879416821,-31.14821871,0.27438809,-32.45121871,0,7.879416821
25:32.9,7.879496742,-31.14631871,0.27455479,-32.38111871,0,7.879496742
25:33.3,7.879436801,-31.14691871,0.27438809,-32.41121871,0,7.879436801
25:33.6,7.87939684,-31.14691871,0.27438809,-32.40621871,0,7.87939684
25:33.9,7.879416821,-31.14561871,0.27438809,-32.36641871,0,7.879416821
25:34.3,7.879217018,-31.14651871,0.27422139,-32.36681871,0,7.879217018
25:34.6,7.879157077,-31.14871871,0.27422139,-32.38511871,0,7.879157077
25:34.9,7.879456781,-31.14961871,0.27422139,-32.42321871,0,7.879456781
25:35.3,7.879416821,-31.14791871,0.27405469,-32.41871871,0,7.879416821
25:35.6,7.879276959,-31.14531871,0.27438809,-32.39281871,0,7.879276959
25:35.9,7.879276959,-31.14591871,0.27455479,-32.41781871,0,7.879276959
25:36.2,7.879516722,-31.14681871,0.27422139,-32.40731871,0,7.879516722
25:36.6,7.879876367,-31.14531871,0.27422139,-32.37951871,0,7.879876367
25:36.9,7.879556682,-31.14741871,0.27405469,-32.38221871,0,7.879556682
25:37.2,7.879256978,-31.14911871,0.27405469,-32.36901871,0,7.879256978
25:37.6,7.879616623,-31.14941871,0.27438809,-32.38881871,0,7.879616623
25:37.9,7.879516722,-31.14781871,0.27438809,-32.38571871,0,7.879516722
25:38.2,7.879416821,-31.14621871,0.27438809,-32.37021871,0,7.879416821
25:38.6,7.879576663,-31.14771871,0.27438809,-32.37121871,0,7.879576663
25:38.9,7.879436801,-31.14741871,0.27438809,-32.38361871,0,7.879436801
25:39.2,7.879536702,-31.14591871,0.27438809,-32.40721871,0,7.879536702
25:39.6,7.879436801,-31.14611871,0.27438809,-32.42161871,0,7.879436801
25:39.9,7.879456781,-31.14531871,0.27455479,-32.39861871,0,7.879456781
25:40.2,7.879556682,-31.14601871,0.27455479,-32.37381871,0,7.879556682
25:40.6,7.879276959,-31.14601871,0.27422139,-32.36361871,0,7.879276959
25:40.9,7.879416821,-31.14451871,0.27438809,-32.37181871,0,7.879416821
25:41.2,7.879716524,-31.14611871,0.27455479,-32.41111871,0,7.879716524
25:41.6,7.879756485,-31.14731871,0.27455479,-32.40471871,0,7.879756485
25:41.9,7.879556682,-31.14771871,0.27438809,-32.44041871,0,7.879556682
25:42.2,7.879436801,-31.14761871,0.27405469,-32.42531871,0,7.879436801
25:42.6,7.879716524,-31.14701871,0.27422139,-32.38641871,0,7.879716524
25:42.9,7.879636603,-31.14711871,0.27422139,-32.37841871,0,7.879636603
25:43.2,7.879296939,-31.14611871,0.27422139,-32.36791871,0,7.879296939
25:43.6,7.879436801,-31.14721871,0.27455479,-32.39881871,0,7.879436801
25:43.9,7.879576663,-31.14711871,0.27438809,-32.42501871,0,7.879576663
25:44.2,7.879616623,-31.14501871,0.27422139,-32.38481871,0,7.879616623
25:44.6,7.879656584,-31.14431871,0.27422139,-32.37291871,0,7.879656584
25:44.9,7.879536702,-31.14541871,0.27405469,-32.36721871,0,7.879536702
25:45.2,7.879536702,-31.14501871,0.27438809,-32.38141871,0,7.879536702
25:45.6,7.879596643,-31.14521871,0.27438809,-32.41551871,0,7.879596643
25:45.9,7.879456781,-31.14551871,0.27422139,-32.36371871,0,7.879456781
25:46.2,7.879296939,-31.14601871,0.27422139,-32.36401871,0,7.879296939
25:46.6,7.879296939,-31.14581871,0.27388799,-32.41181871,0,7.879296939
25:46.9,7.879576663,-31.14491871,0.27422139,-32.40931871,0,7.879576663
25:47.2,7.879676564,-31.14701871,0.27455479,-32.40271871,0,7.879676564
25:47.6,7.87935688,-31.14591871,0.27455479,-32.37091871,0,7.87935688
25:47.9,7.879276959,-31.14321871,0.27472149,-32.33851871,0,7.879276959
25:48.2,7.879296939,-31.14431871,0.27455479,-32.37501871,0,7.879296939
25:48.6,7.87937686,-31.14611871,0.27455479,-32.39131871,0,7.87937686
25:48.9,7.879536702,-31.14741871,0.27455479,-32.41011871,0,7.879536702
25:49.2,7.879236998,-31.14731871,0.27422139,-32.40351871,0,7.879236998
25:49.6,7.879256978,-31.14601871,0.27438809,-32.44521871,0,7.879256978
25:49.9,7.879716524,-31.14701871,0.27422139,-32.48531871,0,7.879716524
25:50.2,7.879496742,-31.14681871,0.27405469,-32.39991871,0,7.879496742
25:50.6,7.879276959,-31.14721871,0.27422139,-32.39841871,0,7.879276959
25:50.9,7.879436801,-31.14631871,0.27438809,-32.41531871,0,7.879436801
25:51.2,7.879476761,-31.14451871,0.27422139,-32.35241871,0,7.879476761
25:51.6,7.879536702,-31.14621871,0.27438809,-32.37251871,0,7.879536702
25:51.9,7.879536702,-31.14671871,0.27438809,-32.38971871,0,7.879536702
25:52.2,7.879676564,-31.14421871,0.27438809,-32.33961871,0,7.879676564
25:52.6,7.879596643,-31.14451871,0.27422139,-32.36881871,0,7.879596643
25:52.9,7.879217018,-31.14501871,0.27405469,-32.40281871,0,7.879217018
25:53.2,7.879236998,-31.14581871,0.27422139,-32.41621871,0,7.879236998
25:53.6,7.87935688,-31.14841871,0.27422139,-32.40661871,0,7.87935688
25:53.9,7.879416821,-31.14861871,0.27455479,-32.37831871,0,7.879416821
25:54.2,7.879576663,-31.14681871,0.27472149,-32.43311871,0,7.879576663
25:54.6,7.879576663,-31.14501871,0.27455479,-32.43011871,0,7.879576663
25:54.9,7.879596643,-31.14551871,0.27438809,-32.35241871,0,7.879596643
25:55.2,7.879596643,-31.14751871,0.27438809,-32.37331871,0,7.879596643
25:55.6,7.87935688,-31.14511871,0.27438809,-32.43391871,0,7.87935688
25:55.9,7.879197038,-31.14291871,0.27455479,-32.45481871,0,7.879197038
25:56.2,7.878917314,-31.14471871,0.27422139,-32.41621871,0,7.878917314
25:56.6,7.878957274,-31.14481871,0.27438809,-32.36161871,0,7.878957274
25:56.9,7.879496742,-31.14301871,0.27455479,-32.41191871,0,7.879496742
25:57.2,7.879616623,-31.14161871,0.27422139,-32.42641871,0,7.879616623
25:57.6,7.879616623,-31.14241871,0.27422139,-32.37611871,0,7.879616623
25:57.9,7.879716524,-31.14651871,0.27455479,-32.37191871,0,7.879716524
25:58.2,7.879556682,-31.14781871,0.27472149,-32.37821871,0,7.879556682
25:58.6,7.879576663,-31.14571871,0.27472149,-32.41261871,0,7.879576663
25:58.9,7.879616623,-31.14381871,0.27438809,-32.41511871,0,7.879616623
25:59.2,7.879596643,-31.14511871,0.27438809,-32.40641871,0,7.879596643
25:59.6,7.879636603,-31.14651871,0.27438809,-32.43601871,0,7.879636603
25:59.9,7.879556682,-31.14511871,0.27438809,-32.38701871,0,7.879556682
26:00.2,7.879756485,-31.14241871,0.27455479,-32.40291871,0,7.879756485
26:00.6,7.879716524,-31.14291871,0.27455479,-32.45621871,0,7.879716524
26:00.9,7.879616623,-31.14321871,0.27455479,-32.41861871,0,7.879616623
26:01.2,7.879316919,-31.14551871,0.27438809,-32.39841871,0,7.879316919
26:01.6,7.878957274,-31.14671871,0.27405469,-32.40171871,0,7.878957274
26:01.9,7.879157077,-31.14531871,0.27438809,-32.36721871,0,7.879157077
26:02.2,7.879436801,-31.14581871,0.27438809,-32.38801871,0,7.879436801
26:02.6,7.879496742,-31.14421871,0.27422139,-32.40811871,0,7.879496742
26:02.9,7.879736505,-31.14391871,0.27438809,-32.43861871,0,7.879736505
26:03.2,7.879676564,-31.14581871,0.27438809,-32.43331871,0,7.879676564
26:03.6,7.879456781,-31.14411871,0.27438809,-32.40501871,0,7.879456781
26:03.9,7.87937686,-31.14221871,0.27438809,-32.42651871,0,7.87937686
26:04.2,7.878997235,-31.14301871,0.27422139,-32.39051871,0,7.878997235
26:04.6,7.878977255,-31.14291871,0.27422139,-32.36541871,0,7.878977255
26:04.9,7.879476761,-31.14321871,0.27438809,-32.41561871,0,7.879476761
26:05.2,7.879696544,-31.14251871,0.27472149,-32.40491871,0,7.879696544
26:05.6,7.879576663,-31.14041871,0.27472149,-32.38641871,0,7.879576663
26:05.9,7.87939684,-31.14101871,0.27455479,-32.42061871,0,7.87939684
26:06.2,7.879276959,-31.14261871,0.27438809,-32.38261871,0,7.879276959
26:06.6,7.879336899,-31.14521871,0.27438809,-32.35291871,0,7.879336899
26:06.9,7.879436801,-31.14471871,0.27438809,-32.36071871,0,7.879436801
26:07.2,7.879476761,-31.14291871,0.27455479,-32.39561871,0,7.879476761
26:07.6,7.879336899,-31.14391871,0.27438809,-32.41121871,0,7.879336899
26:07.9,7.879177057,-31.14431871,0.27438809,-32.41051871,0,7.879177057
26:08.2,7.879556682,-31.14371871,0.27472149,-32.43851871,0,7.879556682
26:08.6,7.879696544,-31.14491871,0.27438809,-32.41351871,0,7.879696544
26:08.9,7.879616623,-31.14421871,0.27405469,-32.36951871,0,7.879616623
26:09.2,7.879676564,-31.14301871,0.27438809,-32.39501871,0,7.879676564
26:09.5,7.879416821,-31.14201871,0.27455479,-32.37821871,0,7.879416821
26:09.9,7.879316919,-31.14221871,0.27438809,-32.35781871,0,7.879316919
26:10.2,7.87937686,-31.14291871,0.27422139,-32.40291871,0,7.87937686
26:10.5,7.879476761,-31.14181871,0.27405469,-32.40711871,0,7.879476761
26:10.9,7.879636603,-31.14251871,0.27438809,-32.44151871,0,7.879636603
26:11.2,7.879656584,-31.14671871,0.27438809,-32.52661871,0,7.879656584
26:11.5,7.879696544,-31.14651871,0.27438809,-32.48291871,0,7.879696544
26:11.9,7.879716524,-31.14281871,0.27455479,-32.41771871,0,7.879716524
26:12.2,7.879556682,-31.14191871,0.27438809,-32.41351871,0,7.879556682
26:12.5,7.879516722,-31.14251871,0.27438809,-32.39451871,0,7.879516722
26:12.9,7.879476761,-31.14421871,0.27438809,-32.36511871,0,7.879476761
26:13.2,7.879197038,-31.14501871,0.27438809,-32.32791871,0,7.879197038
26:13.5,7.879197038,-31.14451871,0.27472149,-32.37421871,0,7.879197038
26:13.9,7.878937294,-31.14301871,0.27438809,-32.47411871,0,7.878937294
26:14.2,7.878877353,-31.14141871,0.27422139,-32.42661871,0,7.878877353
26:14.5,0,0,0,0,1,0
26:14.9,7.879316919,-31.14361871,0.27422139,-32.43721871,0,7.879316919
26:15.2,7.879077156,-31.14321871,0.27438809,-32.43271871,0,7.879077156
26:15.5,7.879336899,-31.14161871,0.27438809,-32.42091871,0,7.879336899
26:15.9,7.879256978,-31.14131871,0.27422139,-32.35451871,0,7.879256978
